step,loss_total,L_diff,L_tri,L_region
37,384.2371520996094,0.4719100594520569,0.0,767.5304565429688
38,385.0792236328125,1.7512791156768799,0.0,766.6558837890625
39,384.7659912109375,1.0059897899627686,0.0,767.52001953125
40,384.39752197265625,0.7917766571044922,0.7784724235534668,766.744384765625
41,385.7239685058594,1.4989378452301025,2.7205705642700195,766.8177490234375
42,384.297119140625,0.7320051789283752,0.0,767.1302490234375
43,385.1268615722656,1.7702691555023193,0.0,766.7131958007812
44,383.6225280761719,0.28489935398101807,0.21376466751098633,766.5469970703125
45,383.60821533203125,0.6627219319343567,0.0,765.8909912109375
46,384.7968444824219,1.5351240634918213,0.8329386711120605,766.023681640625
47,383.19146728515625,0.3749576807022095,0.0,765.6329956054688
48,385.11065673828125,0.8655429482460022,2.018253803253174,767.279296875
49,384.0989990234375,0.9093731641769409,0.0,766.3792724609375
50,384.0797119140625,0.4599438011646271,0.8971447944641113,766.7012939453125
51,383.9533996582031,0.9210542440414429,0.0,766.064697265625
52,385.2172546386719,2.0990796089172363,0.0,766.236328125
53,383.366455078125,0.41517579555511475,0.0,765.902587890625
54,384.7612609863281,1.1171460151672363,0.0,767.2882080078125
55,384.2892761230469,1.159392237663269,0.0,766.259765625
56,385.4622802734375,1.9133763313293457,0.0,767.0977783203125
57,383.8509216308594,0.8265116810798645,0.0,766.048828125
58,383.1486511230469,0.38717353343963623,0.0,765.52294921875
59,384.8625183105469,1.687886118888855,0.0,766.3492431640625
60,385.3455810546875,2.067011833190918,0.0,766.55712890625
61,383.8971862792969,0.621112585067749,0.0,766.5521240234375
62,384.5393981933594,1.058030366897583,1.5328545570373535,766.04296875
63,383.4841003417969,0.2696778178215027,0.0,766.4288330078125
64,384.1053771972656,1.0348241329193115,0.4068794250488281,765.89697265625
65,386.0459289550781,1.4213833808898926,3.504154682159424,767.1466064453125
66,383.6423034667969,0.7173762917518616,0.0,765.849853515625
67,383.4806823730469,0.6189783811569214,0.0,765.723388671875
68,385.7333068847656,1.5630757808685303,1.192234992980957,767.6251220703125
69,384.2812805175781,0.7727954387664795,0.0,767.0169677734375
70,384.1568908691406,1.181045651435852,0.0,765.95166015625
71,384.09564208984375,1.0010650157928467,0.0,766.1891479492188
72,384.4215393066406,0.9941046833992004,0.4276895523071289,766.5982666015625
73,383.9183044433594,0.9801647067070007,0.0,765.8762817382812
step,loss_total,L_diff,L_tri,L_region,L_attn
0,385.1694641113281,1.974643349647522,0.0,766.3896484375
1,383.3106384277344,0.2597368359565735,0.0,766.101806640625
2,384.4308776855469,0.9607788920402527,0.22254228591918945,766.806640625
3,385.191650390625,0.8233106136322021,4.406264305114746,766.0929565429688
4,383.1455993652344,0.16181723773479462,0.0,765.9675903320312
5,383.4117431640625,0.43038490414619446,0.0,765.9627075195312
6,384.4667663574219,0.9657766222953796,0.0,767.001953125
7,383.7164306640625,0.3899063766002655,0.8253700733184814,766.1578369140625
8,384.49072265625,1.4939535856246948,0.0,765.9935302734375
9,384.8603820800781,1.1499894857406616,1.5653409957885742,766.4815673828125
10,383.8816223144531,0.30096206068992615,0.0,767.1613159179688
11,384.2853088378906,1.3452781438827515,0.0,765.8800659179688
12,384.8700866699219,1.2360682487487793,0.0,767.26806640625
13,383.7952880859375,0.19024553894996643,0.0,767.2100830078125
14,384.9360656738281,1.7181705236434937,0.0,766.435791015625
15,384.9967041015625,2.240222215652466,0.0,765.512939453125
16,384.79193115234375,1.63456130027771,0.0,766.3147583007812
17,383.9669189453125,0.5617796778678894,0.0,766.810302734375
18,384.3291015625,1.356805443763733,0.0,765.944580078125
19,383.5771484375,0.32293879985809326,0.0,766.5084228515625
20,383.6519470214844,0.6266855597496033,0.0,766.050537109375
21,384.6132507324219,1.0138933658599854,0.0,767.19873046875
22,384.2837219238281,1.2136372327804565,0.0,766.1401977539062
23,385.2900695800781,1.4078844785690308,1.1716651916503906,767.0613403320312
24,385.2535400390625,2.0334534645080566,0.47650575637817383,766.154296875
25,384.2291564941406,0.9247146844863892,0.0,766.60888671875
26,385.0762634277344,1.1315557956695557,3.0382869243621826,766.06640625
27,384.68768310546875,1.8457590341567993,0.0,765.683837890625
28,383.90447998046875,0.909970760345459,0.0,765.989013671875
29,384.2489318847656,1.0739338397979736,0.0,766.3499755859375
30,384.9078369140625,1.8636527061462402,0.0,766.08837890625
31,384.4267883300781,1.1586576700210571,0.0,766.5362548828125
32,385.05999755859375,1.4844632148742676,1.2919845581054688,766.3758544921875
33,384.2068786621094,1.3666062355041504,0.0,765.6805419921875
34,384.5483093261719,0.7687329053878784,2.296288013458252,766.181396484375
35,384.6353454589844,1.3158578872680664,0.0,766.6389770507812
36,383.8406066894531,1.1380802392959595,0.0,765.405029296875
37,384.23858642578125,0.47336506843566895,0.0,767.5304565429688
38,385.0838317871094,1.7558825016021729,0.0,766.6558837890625
39,384.7705078125,1.010520577430725,0.0,767.5199584960938
40,384.1536560058594,0.7814700603485107,0.0,766.744384765625
41,384.93756103515625,1.528687834739685,0.0,766.8177490234375
42,384.2961120605469,0.7309324145317078,0.0,767.13037109375
43,385.1282653808594,1.7716736793518066,0.0,766.7131958007812
44,383.5633544921875,0.2898593842983246,0.0,766.5469970703125
45,383.58758544921875,0.6421619653701782,0.0,765.890869140625
46,384.52618408203125,1.514277458190918,0.0,766.0238037109375
47,383.1889953613281,0.37252581119537354,0.0,765.6329345703125
48,385.32940673828125,0.8649616837501526,2.7493672370910645,767.279296875
49,384.1305236816406,0.9408231377601624,0.0,766.37939453125
50,383.8116455078125,0.46104225516319275,0.0,766.7012329101562
51,384.1489562988281,0.9182122349739075,0.661466121673584,766.0646362304688
52,385.23284912109375,2.1146721839904785,0.0,766.236328125
53,383.37017822265625,0.41891559958457947,0.0,765.9025268554688
54,384.76104736328125,1.1169947385787964,0.0,767.2880859375
55,384.2900695800781,1.160235047340393,0.0,766.2596435546875
56,385.4742431640625,1.925333023071289,0.0,767.0978393554688
57,383.8742980957031,0.8498957753181458,0.0,766.048828125
58,383.7554931640625,0.3904382586479187,2.0120158195495605,765.5228881835938
59,384.8629455566406,1.6883265972137451,0.0,766.3492431640625
60,385.3526306152344,2.0740714073181152,0.0,766.55712890625
61,383.88763427734375,0.6115403175354004,0.0,766.5521850585938
62,384.1071472167969,1.085732102394104,0.0,766.0428466796875
63,383.4833984375,0.2689976990222931,0.0,766.4287719726562
64,385.8888244628906,1.053078532218933,6.290867805480957,765.89697265625
65,385.1211853027344,1.4910614490509033,0.18950748443603516,767.1465454101562
66,383.7660827636719,0.7290613651275635,0.3736538887023926,765.849853515625
67,384.2513427734375,0.6157889366149902,2.579500198364258,765.723388671875
68,385.3674621582031,1.5549743175506592,0.0,767.625
69,384.2945556640625,0.786099910736084,0.0,767.0169067382812
70,384.1648864746094,1.1890153884887695,0.0,765.9517211914062
71,384.08026123046875,0.9857274293899536,0.0,766.1890869140625
72,384.3406066894531,1.013038992881775,0.09500408172607422,766.59814453125
73,383.9156188964844,0.9775046110153198,0.0,765.876220703125
74,386.1646423339844,1.944548487663269,2.235910415649414,767.0986328125
75,383.4492492675781,0.2924918532371521,0.0,766.3135375976562
76,384.87335205078125,1.4270685911178589,0.0,766.892578125
77,384.6460876464844,1.1492044925689697,0.0,766.9937744140625
78,384.0358581542969,0.31501609086990356,0.5544880628585815,767.1090087890625
79,384.26953125,0.838159441947937,0.0,766.8627319335938
80,385.34320068359375,1.0901033878326416,4.0003228187561035,766.10595703125
81,384.7991638183594,1.6764782667160034,0.0,766.245361328125
82,384.6131591796875,1.2234374284744263,0.0,766.7794189453125
83,384.02703857421875,1.0501699447631836,0.0,765.9537353515625
84,384.1839599609375,1.047498345375061,0.0,766.27294921875
85,384.58349609375,1.2678166627883911,0.0,766.63134765625
86,383.9595947265625,0.7562874555587769,0.0,766.4066162109375
87,384.4771728515625,1.243074893951416,0.0,766.4682006835938
88,383.5574035644531,0.4998834431171417,0.0,766.1150512695312
89,384.7098693847656,1.4766066074371338,1.1338157653808594,765.7862548828125
90,384.43157958984375,0.8234230279922485,1.1434156894683838,766.5302734375
91,383.74932861328125,0.33958691358566284,0.0,766.8194580078125
92,384.2802429199219,1.020918846130371,0.8332610130310059,766.0187377929688
93,385.2016906738281,1.6049325466156006,0.0,767.1935424804688
94,384.307373046875,1.1197094917297363,0.017842769622802734,766.3646240234375
95,383.471923828125,0.38672560453414917,0.0,766.17041015625
96,383.3614196777344,0.17671778798103333,0.0,766.369384765625
97,383.8821105957031,1.0030983686447144,0.0,765.7579956054688
98,383.1640625,0.12915274500846863,0.0,766.06982421875
99,384.32403564453125,1.1313663721084595,0.9207754135131836,765.8328247070312
100,383.6105041503906,0.843434751033783,0.0,765.5341186523438
101,385.73760986328125,2.0631065368652344,0.5186681747436523,767.0377807617188
102,384.3009948730469,1.105520248413086,0.0,766.3909301757812
103,383.7626647949219,0.7939826250076294,0.0,765.9373779296875
104,383.36895751953125,0.2581690549850464,0.4384441375732422,765.95849609375
105,384.2080383300781,0.9753813743591309,0.0,766.46533203125
106,383.9313049316406,0.3736783266067505,0.0,767.115234375
107,384.2074279785156,0.3887507915496826,1.644050121307373,766.65087890625
108,384.15863037109375,1.238302230834961,0.0,765.8406372070312
109,383.9789733886719,0.2675486207008362,0.0,767.4228515625
110,383.31109619140625,0.19294509291648865,0.0,766.236328125
111,383.60858154296875,0.9719327688217163,0.0,765.2733154296875
112,384.4763488769531,1.0468785762786865,0.0,766.8589477539062
113,384.97265625,1.3108477592468262,0.0,767.3236083984375
114,383.6342468261719,0.9040089845657349,0.0,765.46044921875
115,384.1998596191406,1.4242918491363525,0.0,765.5511474609375
116,383.1414794921875,0.3941993713378906,0.0,765.4945678710938
117,384.363037109375,0.8847317695617676,0.0,766.9566040039062
118,384.87347412109375,1.5773768424987793,0.0,766.5922241210938
119,384.5703125,1.3941373825073242,0.0,766.3523559570312
120,386.1813659667969,1.3259632587432861,4.070990562438965,767.2682495117188
121,384.3459167480469,1.072727084159851,0.0,766.54638671875
122,384.8144226074219,1.759791374206543,0.0,766.1092529296875
123,383.5258483886719,0.1877221167087555,0.0,766.67626953125
124,383.9781188964844,0.724510669708252,0.0,766.5072021484375
125,383.8150329589844,1.0703858137130737,0.0,765.4893188476562
126,384.6588134765625,1.8809254169464111,0.0,765.5557861328125
127,384.1581115722656,0.24965953826904297,1.923405647277832,766.662841796875
128,383.7470397949219,0.5846011638641357,0.0,766.3248901367188
129,384.7746276855469,0.39482688903808594,2.0460104942321777,767.531982421875
130,384.3267822265625,1.2710840702056885,0.0,766.1113891601562
131,383.3647155761719,0.18270540237426758,0.0,766.364013671875
132,384.430908203125,1.0837931632995605,0.0,766.6942138671875
133,384.3760070800781,0.759465217590332,0.0,767.2330932617188
134,383.42791748046875,0.13316428661346436,0.0,766.5894775390625
135,384.05078125,0.9296762943267822,0.0,766.2421875
136,384.4942932128906,1.4786475896835327,0.0,766.0313110351562
137,384.2991027832031,1.0218684673309326,0.0,766.554443359375
138,384.9183654785156,1.6746041774749756,0.0,766.487548828125
139,383.1997985839844,0.2577930986881256,0.0,765.884033203125
140,383.6440124511719,0.6587347984313965,0.0,765.9705810546875
141,384.3744812011719,0.9916165471076965,0.0,766.7657470703125
142,384.304443359375,0.47122734785079956,0.0,767.6664428710938
143,384.4677429199219,1.473981499671936,0.0,765.987548828125
144,384.7508850097656,1.2420899868011475,0.0,767.017578125
145,384.3622741699219,0.5899885296821594,1.3707244396209717,766.7221069335938
146,383.81640625,0.4258596897125244,0.0,766.7810668945312
147,384.8150329589844,1.9685685634613037,0.0,765.6929321289062
148,383.6913146972656,0.6680811643600464,0.0,766.0464477539062
149,383.98931884765625,0.45006296038627625,0.0,767.0784912109375
150,383.3915710449219,0.6766151189804077,0.0,765.429931640625
151,386.20843505859375,1.3310160636901855,4.085231304168701,767.3037109375
152,384.715087890625,1.1275835037231445,0.0,767.1749877929688
153,385.2784118652344,1.9471797943115234,0.0,766.6624755859375
154,386.81781005859375,1.9667249917984009,4.323503494262695,767.1080322265625
155,384.1605529785156,1.0021097660064697,0.0,766.31689453125
156,384.4348449707031,1.3465914726257324,0.0,766.176513671875
157,384.9792785644531,2.057767629623413,0.0,765.843017578125
158,382.9617614746094,0.14327171444892883,0.0,765.636962890625
159,384.59515380859375,1.1650851964950562,0.0,766.860107421875
160,384.53076171875,1.169058918952942,0.0,766.723388671875
161,386.3400573730469,1.8743617534637451,3.029421806335449,767.11376953125
162,383.66644287109375,0.8731766939163208,0.0,765.5865478515625
163,384.31512451171875,1.4957362413406372,0.0,765.6387939453125
164,383.6085510253906,0.34519267082214355,0.0,766.5267333984375
165,384.1963806152344,1.1859455108642578,0.0,766.0208740234375
166,384.32574462890625,0.9801325798034668,0.0,766.6912231445312
167,384.7452697753906,1.967953085899353,0.0,765.5546264648438
168,385.089599609375,1.3934054374694824,0.0,767.3923950195312
169,384.4549255371094,1.195383071899414,0.0,766.5191040039062
170,383.8290100097656,0.8115382790565491,0.0,766.0349731445312
171,383.9267272949219,0.5814315676689148,0.0,766.6906127929688
172,383.794921875,0.12566784024238586,0.6344282627105713,766.9578247070312
173,383.90362548828125,1.0139756202697754,0.0,765.779296875
174,385.5849914550781,0.6567339301109314,4.362452983856201,767.239013671875
175,383.36309814453125,0.16096366941928864,0.0,766.404296875
176,384.8876953125,1.497007131576538,0.0,766.7813720703125
177,384.9949035644531,0.7681918144226074,2.9691734313964844,766.6719360351562
178,385.1287841796875,1.4719284772872925,0.0,767.313720703125
179,383.9404296875,0.9068043231964111,0.0,766.0672607421875
180,384.5209655761719,1.1368834972381592,0.0,766.7681884765625
181,384.17926025390625,1.411679983139038,0.0,765.53515625
182,383.84613037109375,1.2060601711273193,0.0,765.2801513671875
183,383.1843566894531,0.3423277735710144,0.0,765.68408203125
184,383.1700439453125,0.1323108822107315,0.0,766.075439453125
185,384.6378173828125,1.3756102323532104,0.0,766.5244140625
186,384.4302978515625,1.1462931632995605,0.0,766.5679931640625
187,385.3846740722656,1.75160551071167,2.8024792671203613,765.5846557617188
188,384.52679443359375,1.3216207027435303,0.0,766.4103393554688
189,383.49462890625,0.35777419805526733,0.0,766.273681640625
190,383.55767822265625,0.4214774966239929,0.0,766.2723999023438
191,385.068603515625,1.1372267007827759,0.0,767.8627319335938
192,384.2815246582031,1.0407347679138184,0.0,766.4815673828125
193,384.340087890625,1.5120373964309692,0.0,765.6561279296875
194,384.68536376953125,1.261436104774475,0.0,766.8478393554688
195,384.12762451171875,1.3009297847747803,0.0,765.6533813476562
196,384.15118408203125,0.7807905673980713,0.0,766.7407836914062
197,385.2308654785156,1.8176348209381104,0.0,766.8264770507812
198,384.6343078613281,1.3585397005081177,0.0,766.551513671875
199,383.9811706542969,0.8498225212097168,0.0,766.2626953125
200,384.7533264160156,0.7703880667686462,3.3796002864837646,765.9381103515625
201,385.3986511230469,1.8977818489074707,0.0,767.001708984375
202,383.3141174316406,0.15863226354122162,0.0,766.3109741210938
203,384.0242919921875,0.47291141748428345,1.7956602573394775,766.025390625
204,383.9832458496094,0.9042669534683228,0.06611824035644531,766.1182861328125
205,384.5572204589844,1.1993778944015503,0.0,766.7156982421875
206,384.3515625,0.9098682999610901,0.0,766.8833618164062
207,384.162353515625,1.1199334859848022,0.0,766.0848388671875
208,383.2588806152344,0.23862355947494507,0.0,766.04052734375
209,383.24420166015625,0.29054325819015503,0.0,765.9072875976562
210,383.7868347167969,0.3427591919898987,0.8670864105224609,766.3678588867188
211,384.4325866699219,1.2097669839859009,0.4241209030151367,766.191162109375
212,383.38427734375,0.31621453166007996,0.0,766.1361083984375
213,384.70452880859375,1.3336539268493652,0.0,766.7417602539062
214,383.9821472167969,0.881269097328186,0.0,766.2017822265625
215,383.8355407714844,0.808351457118988,1.1048827171325684,765.3914794921875
216,384.7316589355469,1.2753171920776367,0.0,766.9126586914062
217,384.31829833984375,1.4358457326889038,0.0,765.764892578125
218,384.0675354003906,0.16422629356384277,0.0,767.806640625
219,384.52984619140625,1.0052098035812378,0.0,767.0492553710938
220,384.1312255859375,1.0934127569198608,0.0,766.0756225585938
221,383.5285339355469,0.5261083245277405,0.0,766.0048217773438
222,383.5831604003906,0.3083656430244446,0.0,766.549560546875
223,383.72412109375,0.6944988965988159,0.25908708572387695,765.90380859375
224,383.7298889160156,0.23592354357242584,0.0,766.9879150390625
225,384.3729248046875,1.1086574792861938,0.0,766.528564453125
226,384.1781311035156,0.9901337623596191,0.0,766.3759765625
227,383.6213684082031,0.5921422243118286,0.0,766.0584716796875
228,383.8914489746094,0.7016906142234802,1.0203871726989746,765.7672729492188
229,386.1122131347656,0.9877808094024658,5.086188316345215,767.1971435546875
230,384.070556640625,1.07817804813385,0.0,765.9847412109375
231,383.8175048828125,0.6689759492874146,0.0,766.2970581054688
232,384.1854248046875,1.1751130819320679,0.0,766.0206298828125
233,384.56732177734375,1.2007007598876953,0.0,766.7332153320312
234,383.815185546875,0.8149853944778442,0.0,766.0004272460938
235,384.0801086425781,0.7720441818237305,0.0,766.6161499023438
236,383.9153747558594,0.7002328634262085,0.0,766.4302978515625
237,383.64691162109375,0.531865656375885,0.0,766.2301025390625
238,384.3331604003906,1.1694165468215942,0.0,766.3275146484375
239,384.94537353515625,1.744203805923462,0.0,766.40234375
240,383.40313720703125,0.2872210144996643,0.0,766.2318115234375
241,383.4888000488281,0.23367036879062653,0.0,766.51025390625
242,384.7808532714844,1.528100848197937,0.0,766.5054931640625
243,385.65960693359375,1.2250492572784424,4.148612022399902,766.3799438476562
244,384.232421875,1.2096683979034424,0.0,766.0455322265625
245,384.1889953613281,1.5532400608062744,0.0,765.271484375
246,384.0238342285156,0.4201233983039856,0.0,767.2073974609375
247,384.6163024902344,1.6270363330841064,0.0,765.978515625
248,383.1342468261719,0.193364217877388,0.0,765.8817749023438
249,384.7210998535156,0.7920313477516174,0.0,767.858154296875
250,383.6119079589844,0.5896837711334229,0.0,766.04443359375
251,384.493896484375,1.163784384727478,0.0,766.6602172851562
252,385.107177734375,1.8062766790390015,0.0,766.601806640625
253,384.4653015136719,1.5602505207061768,0.0,765.8101196289062
254,383.6773681640625,0.9409650564193726,0.0,765.4727783203125
255,383.9154968261719,0.31840479373931885,0.0,767.1942138671875
256,383.74005126953125,0.2976142168045044,1.0364360809326172,766.2630004882812
257,384.709228515625,1.2831486463546753,0.0,766.8521728515625
258,383.60577392578125,0.49944940209388733,0.0,766.212646484375
259,384.1141357421875,1.0972371101379395,0.0,766.0338134765625
260,384.36297607421875,1.0698310136795044,0.0,766.5863037109375
261,383.6988830566406,0.517920970916748,0.0,766.3619384765625
262,384.3947448730469,0.8457940816879272,0.0,767.097900390625
263,385.8190002441406,2.1911275386810303,1.459329605102539,766.380126953125
264,384.0707702636719,0.6127028465270996,0.0,766.9161376953125
265,383.9064025878906,0.30001044273376465,0.0,767.2127685546875
266,383.6972351074219,0.2437439113855362,0.0,766.906982421875
267,383.9684143066406,0.7447896003723145,0.0,766.447265625
268,383.9775085449219,0.9888017177581787,0.0,765.9774169921875
269,385.20672607421875,0.8611346483230591,4.3027119636535645,766.1095581054688
270,383.3929138183594,0.43052151799201965,0.0,765.9248046875
271,384.6729431152344,1.0575767755508423,0.0,767.230712890625
272,384.9091491699219,1.8899378776550293,0.0,766.0384521484375
273,384.2289123535156,0.871899425983429,0.0,766.7140502929688
274,384.6247863769531,1.3343108892440796,0.0,766.5809326171875
275,384.8843994140625,1.6404292583465576,0.0,766.4879150390625
276,384.5795593261719,1.8415918350219727,0.0,765.4759521484375
277,384.4327392578125,0.5048903226852417,1.3552074432373047,767.0426025390625
278,384.8605041503906,1.3139865398406982,0.0,767.093017578125
279,384.4175720214844,0.9503171443939209,0.0,766.9345092773438
280,383.9692687988281,0.6647622585296631,0.0,766.6090087890625
281,384.6722717285156,1.188197135925293,0.0,766.9681396484375
282,384.9935607910156,1.0426065921783447,2.815430164337158,766.212646484375
283,383.5041809082031,0.30265557765960693,0.0,766.403076171875
284,383.8360595703125,0.8063812255859375,0.0,766.059326171875
285,383.9355163574219,1.3170373439788818,0.0,765.2369384765625
286,383.7712097167969,0.8930371999740601,0.0,765.75634765625
287,384.2183532714844,1.0156030654907227,0.0,766.405517578125
288,383.3002014160156,0.4810483157634735,0.0,765.6383056640625
289,384.0063781738281,0.8267560005187988,0.0,766.3592529296875
290,384.30206298828125,1.685989260673523,0.0,765.232177734375
291,384.4245910644531,1.0132665634155273,0.0,766.8226318359375
292,384.37982177734375,0.9326325058937073,0.0,766.8943481445312
293,384.9102478027344,1.4899208545684814,0.0,766.8406372070312
294,386.3656921386719,1.4718918800354004,4.813543319702148,766.8994750976562
295,383.6730041503906,0.519806444644928,0.0,766.306396484375
296,384.7054443359375,1.2453328371047974,0.0,766.9202270507812
297,385.0130615234375,1.7518810033798218,0.0,766.5223388671875
298,384.4688415527344,0.7001786828041077,1.6330780982971191,766.5574951171875
299,383.7269287109375,0.6953905820846558,0.0,766.0630493164062
300,383.9974365234375,1.2109198570251465,0.0,765.5730590820312
301,384.5401306152344,1.734277367591858,0.0,765.6116943359375
302,383.37615966796875,0.10314039885997772,0.0,766.5460205078125
303,385.74066162109375,1.7013020515441895,2.6973366737365723,766.4603271484375
304,384.1317443847656,1.216789960861206,0.0,765.8298950195312
305,385.69769287109375,1.7741336822509766,2.5770177841186523,766.3009033203125
306,384.1745910644531,0.9883461594581604,0.0,766.3724975585938
307,384.7286071777344,1.082452654838562,0.0,767.2922973632812
308,384.49591064453125,1.1837139129638672,0.0,766.6243896484375
309,383.8591613769531,0.8704880475997925,0.0,765.9773559570312
310,383.9966735839844,1.0694953203201294,0.0,765.8543701171875
311,383.9937744140625,0.6691044569015503,0.0,766.6493530273438
312,384.66741943359375,1.0902812480926514,0.0,767.154296875
313,384.40020751953125,1.7796862125396729,0.0,765.2410278320312
314,384.182861328125,1.2227799892425537,0.0,765.920166015625
315,383.9234619140625,0.9043254852294922,0.5284972190856934,765.72119140625
316,383.9333190917969,1.2160688638687134,0.0,765.4345092773438
317,384.57244873046875,1.2543838024139404,0.38359522819519043,766.4059448242188
318,384.36663818359375,1.2640750408172607,0.0,766.2051391601562
319,383.55291748046875,0.23681631684303284,0.0,766.6322021484375
320,385.8540954589844,1.9010916948318481,0.0,767.906005859375
321,384.6139831542969,0.8397071361541748,0.0,767.5485229492188
322,383.22308349609375,0.4034413695335388,0.0,765.6392822265625
323,383.857421875,0.8661764860153198,0.08655023574829102,765.9305419921875
324,385.65435791015625,0.8842992186546326,5.475510120391846,766.2548217773438
325,383.6567077636719,0.4626320004463196,0.0,766.3881225585938
326,384.12384033203125,1.0267252922058105,0.0,766.1942138671875
327,383.2362976074219,0.26497966051101685,0.0,765.942626953125
328,383.3561096191406,0.08189164847135544,0.5112903118133545,766.24169921875
329,385.8311767578125,1.5961085557937622,1.4166860580444336,767.6201171875
330,384.5241394042969,1.5862972736358643,0.0,765.8756713867188
331,384.20361328125,1.4399938583374023,0.0,765.5272216796875
332,384.7551574707031,0.9156539440155029,0.0,767.6790161132812
333,383.5027770996094,0.4510660767555237,0.0,766.1033935546875
334,383.5110778808594,0.38572415709495544,0.0,766.250732421875
335,384.1954345703125,1.0429333448410034,0.0,766.3049926757812
336,383.8976745605469,0.20515590906143188,2.61044979095459,765.8187255859375
337,384.8608703613281,1.1096999645233154,0.0,767.5023193359375
338,384.380859375,1.2775241136550903,0.0,766.2066650390625
339,383.78900146484375,0.5781323909759521,0.0,766.4217529296875
340,384.1418151855469,0.9943822622299194,0.0,766.2948608398438
341,383.9994812011719,0.5203168392181396,2.4203991889953613,765.506103515625
342,385.13818359375,1.1889604330062866,0.0,767.8984375
343,383.9231262207031,0.5217317938804626,0.0,766.8027954101562
344,383.2593078613281,0.4507964253425598,0.0,765.6170043945312
345,383.2244873046875,0.35228994488716125,0.0,765.744384765625
346,383.5490417480469,0.5048840641975403,0.0,766.0883178710938
347,385.1125793457031,1.2481391429901123,0.0,767.7288818359375
348,384.0277404785156,0.5809004306793213,0.0,766.8936767578125
349,384.9114990234375,1.124920129776001,0.34386634826660156,767.3668823242188
350,384.59869384765625,1.4401696920394897,0.0,766.3170776367188
351,384.5228271484375,1.3449714183807373,0.0,766.355712890625
352,384.3870544433594,0.9837335348129272,0.0,766.806640625
353,384.21026611328125,0.8496686816215515,0.0,766.72119140625
354,384.3436584472656,1.164707899093628,0.0,766.35791015625
355,384.42999267578125,1.0373057126998901,0.0,766.785400390625
356,384.3325500488281,1.1185847520828247,0.11654782295227051,766.3579711914062
357,385.24468994140625,1.8537671566009521,0.0,766.7818603515625
358,384.2964172363281,1.192657709121704,0.0,766.20751953125
359,384.6180725097656,1.7615797519683838,0.0,765.7130126953125
360,384.61553955078125,1.106896162033081,0.0,767.0172729492188
361,383.6164855957031,0.34642618894577026,0.0,766.5401000976562
362,384.1446838378906,1.0927743911743164,0.12539911270141602,766.028564453125
363,383.5697326660156,0.954486072063446,0.0,765.23046875
364,383.1331481933594,0.1952647715806961,0.0,765.8757934570312
365,383.44317626953125,0.7523525953292847,0.0,765.3816528320312
366,384.73284912109375,1.3292148113250732,0.0,766.8072509765625
367,384.023193359375,1.1184186935424805,0.0,765.8095703125
368,383.7989807128906,0.5986512303352356,0.6758899688720703,765.9951171875
369,383.3440856933594,0.39472928643226624,0.0,765.8987426757812
370,384.145263671875,0.966847836971283,0.0,766.3568115234375
371,384.6688537597656,1.1879212856292725,0.0,766.9618530273438
372,383.621337890625,0.3924662172794342,0.0,766.457763671875
